요양기관명,우편번호,주소,전화번호
삼성바른내과의원,1720,서울특별시 노원구 한글비석로 270 스카이타워 5층 (중계동),02-3392-2475
서울삼성내과의원,6355,서울특별시 강남구 일원로 115 삼성생명 일원동 빌딩 2층 204-3호 (일원동),02-445-7070
차봉연엔도내과의원,8832,서울특별시 관악구 쑥고개로 110 2층 (봉천동),02-1522-3787
웃는세상의원,2116,서울특별시 중랑구 망우로 203 215 216호 (중화동 중화동주상복합),02-493-0101
행복한아침내과의원,7037,서울특별시 동작구 양녕로 184-1 (상도동),02-823-9988
연신내바른내과의원,3350,서울특별시 은평구 통일로 842 범서빌딩 2층 (불광동),02-359-0012
다웰내과의원,4167,서울특별시 마포구 큰우물로 76 고려빌딩 1층 103호 (도화동),02-322-5225
새희망내과의원,3113,서울특별시 종로구 종로 347 201호 (숭인동 롯데캐슬 천지인),02-747-7975
오승현내과의원,2622,서울특별시 동대문구 천호대로 313 네모313빌딩 2층 (답십리동),02-2088-1121
신내우리의원,2069,서울특별시 중랑구 신내로 50-3 3층 (신내동 선일빌딩),02-435-2277
아이엠유의원,5608,서울특별시 송파구 잠실로 156 잠실광역환승센터 103호 (신천동),02-417-0500
영신가정의학과의원,8268,서울특별시 구로구 경인로 211-1 3층 (오류동),02-2612-8988
은평연세가정의학과의원,3426,서울특별시 은평구 서오릉로 217-5 2층 (구산동),02-357-6077
나은성모내과의원,3336,서울특별시 은평구 서오릉로 166 유풍빌딩 2층 (갈현동),02-352-9952
신촌바른내과의원,4104,서울특별시 마포구 신촌로 174 3층 301 302호 (대흥동),02-3275-1003
박준형내과의원,7275,서울특별시 영등포구 영등포로 33 301호 (양평동2가 목동비즈타워),02-2633-1747
우리베스트내과의원,1062,서울특별시 강북구 도봉로 308 3층 (번동 (주)북한산스카이),
제일내과의원,4619,서울특별시 중구 퇴계로46길 35 지하1층 2층 (묵정동),02-2268-2007
건강의집 의원,1144,서울특별시 강북구 오현로31길 85-6 1층 (번동),02-982-3391
성모365의원,1194,서울특별시 강북구 솔샘로 254 삼양아케이트 206호 (미아동),02-988-7382
희망내과의원,4919,서울특별시 광진구 천호대로 527 거산빌딩 2층 (중곡동),02-468-0575
노태호바오로내과의원,2573,서울특별시 동대문구 홍릉로 3 5층 (제기동),02-968-7575
관악수내과의원,8787,서울특별시 관악구 남부순환로 1810 2층 (봉천동 서호빌딩),02-871-1936
늘편한내과의원,2160,서울특별시 중랑구 면목로 430 201호 (면목동),02-435-0550
연세우리의원,3629,서울특별시 서대문구 통일로 460 2층 (홍제동),02-2135-8295
이승필가정의학과의원,4778,서울특별시 성동구 뚝섬로1길 53-1 상가1A동 2층 2007호 2008호 (가락동 헬리오시티),02-6956-8525
케이앤씨서울내과의원,5829,서울특별시 송파구 송이로 138 수빌딩 2층 (가락동),02-3012-3100
그린몰의원,6035,서울특별시 강남구 도산대로 107 7층 5층일부 (신사동),02-517-9122
닥터수의원,8379,서울특별시 구로구 디지털로 300 지밸리비즈플라자 B1층 13호 (구로동),02-6344-3975
위대한내과의원,1904,서울특별시 노원구 화랑로 325 우현빌딩 2층 (월계동),02-6964-8200
서울봄연합의원,1006,서울특별시 강북구 삼양로 579 화성빌딩 3 4층 (우이동),02-907-0304
바로내과의원,7575,서울특별시 강서구 양천로 476 금부빌딩 4층 401호 (등촌동),02-3012-8585
위(WE)공감내과의원,4315,서울특별시 용산구 백범로 341 (원효로1가 용산리첸시아 A동 307호),
연세든든내과의원,7715,서울특별시 강서구 화곡로 152 CUBE152 2층 (화곡동),02-6347-8880
서울플러스내과의원,5370,서울특별시 강동구 진황도로 190 4층 (둔촌동),02-6949-2442
을지로참내과의원,4548,서울특별시 중구 을지로 164 베스트웨스턴호텔국도 3층 (을지로4가),02-6273-7575
아산본내과의원,5353,서울특별시 강동구 양재대로 1465 마루홈타운 4층 (길동),02-488-0075
서울오케이내과의원,8332,서울특별시 구로구 개봉로 66 3층 (개봉동),02-6956-7588
좋은숨김동규내과재활의학과의원,7444,서울특별시 영등포구 시흥대로 635 대림메디컬빌딩 2층 (대림동),02-833-0011
더웰내과의원,1699,서울특별시 노원구 한글비석로 383 삼창타워프라자 2층 12호 (중계동),02-2135-8458
월곡바른재활의학과의원,2751,서울특별시 성북구 화랑로11길 26 2층 201 202 214 216호 (하월곡동 월곡갑을명가),02-6284-7575
우성용 1 내과의원,7041,서울특별시 동작구 보라매로 110 영등포농협 3층 (대방동),02-822-3000
연세정성내과의원,7686,서울특별시 강서구 화곡로 301 원풍빌딩 4층 402호 (화곡동),02-2692-2990
서울삼성내과의원,7415,서울특별시 영등포구 도림로 135 7층 701호 (대림동),02-841-7100
은평진내과의원,3368,서울특별시 은평구 통일로 714 2층 (불광동),02-383-7770
서울푸른숲내과의원,8368,서울특별시 구로구 항동로3길 6 가온 프라자 5 6 7층 (항동),02-6451-7000
연세제일내과의원,3349,서울특별시 은평구 연서로32길 3 정원빌딩 5층 (불광동),02-6010-1140
용산더힐내과의원,4313,서울특별시 용산구 청파로 251 2층 (청파동3가),02-713-0990
미래탑내과의원,6964,서울특별시 동작구 상도로 246 더라함 2층 (상도동),02-2088-7586
은평탑내과의원,3454,서울특별시 은평구 은평로 116 위산 일리온시티 2층 201호 (응암동),02-6951-5975
강남드림내과의원,6373,서울특별시 강남구 자곡로 120 세곡드림프라자 403 404 405호 (자곡동),02-459-9777
연세참신한내과의원,2006,서울특별시 중랑구 동일로 905 창성빌딩 3층 (묵동),
관악정다운의료복지사회적협동조합정다운우리의원,8836,서울특별시 관악구 신림로 206 2층 (신림동),02-871-2497
서울에코내과의원,7562,서울특별시 강서구 공항대로 531 3층 301 302호 (염창동 한울밸리움),02-6101-3333
최영주당당내과의원,3779,서울특별시 서대문구 신촌로 109 신촌르메이에르타운5차 401호 (창천동),02-392-1117
서울드림내과의원,8030,서울특별시 양천구 신월로 177 도이치빌딩 2층 (신월동),02-2601-8275
서울삼성내과의원,2541,서울특별시 동대문구 사가정로 80 답십리 뉴타운 카운티 에비뉴 4층 (답십리동),02-2243-3338
강서아이엠유의원,7807,서울특별시 강서구 마곡중앙로 55 문영 퀸즈파크13 3층 304~306호 (마곡동),02-2661-1190
삼성편한내과의원,1751,서울특별시 노원구 동일로 1380 상계동 국민은행 4층 (상계동),02-934-7500
삼성편한내과의원,7714,서울특별시 강서구 강서로 173 터보빌딩 3층 (화곡동),02-6956-1513
강서베스트내과의원,7606,서울특별시 강서구 방화동로 92 에스메디컬 4 5일부층 (방화동),02-2662-7577
송파베스트내과의원,5854,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 C동 2층 208~210호 (문정동),
윤앤석내과의원,1355,서울특별시 도봉구 도당로13길 16 301호 402호 (방학동),02-3491-8123
사계절내과의원,6997,서울특별시 동작구 동작대로29길 36 3층 1호 (사당동),02-2038-4388
강플러스내과의원,5757,서울특별시 송파구 마천로 295-1 메디파크빌딩 2 3층 (마천동),02-400-8827
서울에이치내과의원,1073,서울특별시 강북구 도봉로 323 용신빌딩 4층 401호 (수유동),02-905-7559
명일연세내과의원,5296,서울특별시 강동구 양재대로 1576 삼익빌딩 4층 (명일동),02-428-8003
햇살아이의원,1110,서울특별시 강북구 삼양로 241 4층 (미아동),02-987-2030
제이에이치제일의원,4619,서울특별시 중구 퇴계로 244 1~4층 (충무로5가),02-2277-2727
연세라이프내과의원,5558,서울특별시 송파구 올림픽로 114 서경빌딩 4층 (잠실동),02-6956-7579
용산성모내과의원,4376,서울특별시 용산구 새창로 217 5층 (한강로2가),02-794-9992
삼성탑가정의학과의원,8017,서울특별시 양천구 목동동로8길 23 메리트윈 3층 301호 (신정동),02-753-8579
닥터효내과의원,4387,서울특별시 용산구 서빙고로 17 2층 105~107호 (한강로3가),02-6254-5000
더건강내과의원,1405,서울특별시 도봉구 노해로63길 84-3 5층 (창동),02-999-5100
가장편한내과의원,6921,서울특별시 동작구 상도로 247 3층 (상도동),02-824-0011
윤내과의원,1693,서울특별시 노원구 상계로3길 10 한일빌딩 2 3층 202 203 302 303호 (상계동),
서울사대내과의원,2566,서울특별시 동대문구 왕산로26길 4 1층 (용두동),02-966-6520
강북으뜸내과의원,2538,서울특별시 동대문구 전농로 110 1 2층 (답십리동),02-2248-1191
혜성민가족의원,1746,서울특별시 노원구 노원로 330 롯데마트 3층 (중계동),02-952-8866
황원규소아청소년과의원,47603,부산광역시 연제구 월드컵대로 5 (연산동),051-864-1888
최광웅내과의원,49381,부산광역시 사하구 낙동대로 223 (괴정동),051-291-1232
우리의원,46264,부산광역시 금정구 금사로 95 2 3층 (금사동),051-531-8291
김종주의행복의원,46283,부산광역시 금정구 수림로 51 (장전동),051-581-4004
정내과의원,47190,부산광역시 부산진구 당감로 15 (당감동),051-894-1836
이원우내과의원,47145,부산광역시 부산진구 당감로 47-2,051-895-2164
(사)인구보건복지협회 부산시지회 가족보건의원,48316,부산광역시 수영구 수영로 425 (남천동),051-624-5583
박종성내과의원,46320,부산광역시 금정구 서동로 165 (서동),051-523-9339
구정태내과의원,47864,부산광역시 동래구 사직북로19번길 34 (사직동),051-501-0012
문형기소아과의원,47790,부산광역시 동래구 충렬대로 431 (안락동),051-524-3000
이헌용외과의원,48032,부산광역시 해운대구 선수촌로 165 (반여동),051-523-8254
금정성모내과의원,46282,부산광역시 금정구 금강로 339 (장전동),051-512-3369
고학준소아청소년과의원,47171,부산광역시 부산진구 백양관문로 3 206호 (개금동 주공복합상가),051-896-5009
영남내과의원,47361,부산광역시 부산진구 중앙번영로 12 (범천동),051-634-6213
김창욱내과의원,46576,부산광역시 북구 백양대로 1204 (덕천동),051-335-2589
한국건강관리협회건강증진의원,47734,부산광역시 동래구 충렬대로 145 (온천동),051-557-3701
김정근내과의원,49246,부산광역시 서구 구덕로 124 2층 (토성동4가),051-243-5100
하서홍소아청소년과의원,48218,부산광역시 수영구 과정로 48 2층 (망미동),051-752-5185
김두경내과의원,47565,부산광역시 연제구 과정로 212 6 7층 (연산동),051-759-2433
가남의원,46624,부산광역시 북구 시랑로131번길 40 (구포동),051-337-3618
이중희내과의원,46613,부산광역시 북구 은행나무로 3 (만덕동),051-331-9075
김경수내과의원,46302,부산광역시 금정구 부곡로 91 2층 (부곡동),051-512-4142
박영내과의원,48028,부산광역시 해운대구 재반로 221-1 2층 (반여동),051-782-4435
메리놀의원,47146,부산광역시 부산진구 당감서로 87 (당감동),051-896-0300
연산내과의원,47603,부산광역시 연제구 월드컵대로 9 2층 (연산동),051-866-0688
박민근외과의원,46327,부산광역시 금정구 서동중심로 15 (서동),051-521-3609
영인의원,49393,부산광역시 사하구 다대로 133 (신평동),051-206-2060
장기형내과의원,49341,부산광역시 사하구 낙동대로 248 7층 (괴정동 우리메디칼센터),051-203-9338
김병제내과의원,47323,부산광역시 부산진구 가야대로 480-1 2층 (개금동),051-893-3738
복천외과의원,47804,부산광역시 동래구 동래로 161 (복천동),051-556-5310
태을의원,47180,부산광역시 부산진구 동평로 82 (당감동),051-897-4636
박내과의원,47543,부산광역시 연제구 거제천로87번길 40 (거제동),051-864-5541
최성철내과의원,48039,부산광역시 해운대구 선수촌로 64 2층 (반여동),051-528-8844
강기상내과의원,47388,부산광역시 부산진구 복지로 61 (개금동),051-895-0773
로얄키즈소아청소년과의원,48106,부산광역시 해운대구 양운로 82 604호 (좌동 화인크리닉센터),051-704-4111
고내과의원,48113,부산광역시 해운대구 좌동순환로 307-1 201호 (좌동 한창프라자),051-701-7666
한결의원,47814,부산광역시 동래구 명륜로98번길 12 (수안동),051-552-1150
남산제일내과의원,46221,부산광역시 금정구 금강로 713 (남산동),051-582-5526
늘푸른의원,47119,부산광역시 부산진구 동평로 373 2층 (양정동),051-863-2564
박병규내과의원,49241,부산광역시 서구 까치고개로 191 2층 (아미동2가),051-243-7357
최경희내과의원,49509,부산광역시 사하구 다대로 271 2층 (장림동),051-265-9240
준의원,48295,부산광역시 수영구 광남로 199 (광안동),051-755-0920
지산의원,48276,부산광역시 수영구 광남로 223 (민락동),051-753-9755
참내과의원,47116,부산광역시 부산진구 성지로 84-1,051-803-0399
파티마의원,46624,부산광역시 북구 시랑로 159 2층 (구포동 양지빌딩),051-343-6413
